"市町村","タイトル","所在地","緯度","経度","写真1","写真2","写真3","写真4","写真5","写真6","写真7","写真8","写真9","写真10","連絡先","分類","災害種別","備考"
"","八万小学校","徳島市城南町四丁目1番52号","34.052766","134.540763","","","","","","","","","","","","指定避難所（法指定）","",""
"","八万中学校","徳島市城南町三丁目4番22号","34.053673","134.538853","","","","","","","","","","","","指定避難所（法指定）","",""
"","八万コミュニティセンター","徳島市八万町法花187番地の1","34.040067","134.539282","","","","","","","","","","","","指定避難所（法指定）","",""
"","徳島県教育会館","徳島市北田宮一丁目8番68号","34.090141","134.547667","","","","","","","","","","","","指定避難所（法定外）","",""
"","徳島県立障害者交流プラザ","徳島市南矢三町二丁目1番59号","34.084667","134.525372","","","","","","","","","","","","指定避難所（法定外）","",""
"","徳島県トラック会館","徳島市北田宮二丁目14番50号","34.091531","134.542614","","","","","","","","","","","","指定避難所（法定外）","",""
"","国府支援学校","徳島市国府町矢野字松木348番地","34.064206","134.475499","","","","","","","","","","","","指定避難所（法定外）","",""
"","天理教国光分教会","徳島市国府町観音寺511番地","34.067996","134.470784","","","","","","","","","","","","指定避難所（法定外）","",""
"","国府小学校","徳島市国府町中61番地の1","34.067485","134.483578","","","","","","","","","","","","指定避難所（法指定）","",""
"","城ノ内中学校・高等学校","徳島市北田宮一丁目9番30号","34.091389","134.545763","","","","","","","","","","","","指定避難所（法定外）","",""
"","城西中学校","徳島市南矢三町二丁目7番77号","34.081926","134.526837","","","","","","","","","","","","指定避難所（法指定）","",""
"","千松小学校","徳島市南田宮四丁目5番5号","34.085276","134.53409","","","","","","","","","","","","指定避難所（法指定）","",""
"","城北高等学校","徳島市北田宮四丁目13番6号","34.089239","134.530764","","","","","","","","","","","","指定避難所（法定外）","",""
"","徳島県立総合看護学校(旧徳島県立看護学院)","徳島市鮎喰町2丁目41番地の6","34.071516","134.502504","","","","","","","","","","","","指定避難所（法定外）","",""
"","名東保育所","徳島市名東町3丁目398番地の２","34.056237","134.492118","","","","","","","","","","","","指定避難所（法定外）","",""
"","加茂名コミュニティセンター","徳島市庄町5丁目48番地の5","34.073777","134.505411","","","","","","","","","","","","指定避難所（法指定）","",""
"","加茂名南小学校","徳島市鮎喰町2丁目11番地の88","34.069423","134.499414","","","","","","","","","","","","指定避難所（法指定）","",""
"","新浜交流センター","徳島市新浜本町二丁目3番57-2号","34.042676","134.567505","","","","","","","","","","","","指定避難所（法定外）","",""
"","新浜西保育所","徳島市新浜町二丁目1番2号","34.050224","134.57031","","","","","","","","","","","","指定避難所（法定外）","",""
"","市立津田幼稚園","徳島市津田西町二丁目5番34号","34.048797","134.573963","","","","","","","","","","","","指定避難所（法定外）","",""
"","津田中学校","徳島市津田西町二丁目2番14号","34.048428","134.575846","","","","","","","","","","","","指定避難所（法指定）","",""
"","沖洲コミュニティセンター","徳島市北沖洲三丁目4番7号","34.066876","134.589456","","","","","","","","","","","","指定避難所（法指定）","",""
"","JA徳島市渭東支所","徳島市北沖洲四丁目1番73号","34.070182","134.592749","","","","","","","","","","","","指定避難所（法定外）","",""
"","徳島市立高等学校","徳島市北沖洲一丁目15番60号","34.072426","134.578915","","","","","","","","","","","","指定避難所（法指定）","",""
"","沖洲小学校","徳島市南沖洲二丁目2番4号","34.065583","134.58709","","","","","","","","","","","","指定避難所（法指定）","",""
"","佐古小学校","徳島市南佐古四番町1番32号","34.076785","134.530908","","","","","","","","","","","","指定避難所（法指定）","",""
"","徳島大学常三島体育館","徳島市南常三島町1丁目1番地","34.078367","134.559587","","","","","","","","","","","","指定避難所（法定外）","",""
"","渭北コミュニティセンター","徳島市北前川町2丁目7番地の3","34.081051","134.553927","","","","","","","","","","","","指定避難所（法指定）","",""
"","鳴門教育大学附属小学校","徳島市南前川町1丁目1番地","34.078381","134.555461","","","","","","","","","","","","指定避難所（法定外）","",""
"","鳴門教育大学附属中学校","徳島市中吉野町1丁目31番地","34.084423","134.55706","","","","","","","","","","","","指定避難所（法定外）","",""
"","助任小学校","徳島市下助任町1丁目1番地","34.080691","134.557124","","","","","","","","","","","","指定避難所（法指定）","",""
"","特別養護老人ホームおおあさ苑　","鳴門市大麻町桧字東山田57-10","34.166228","134.500229","","","","","","","","","","","088-689-3788","指定避難所（法指定）,福祉避難所（法指定）","","福祉避難所（1階地域交流ルーム）"
"","三津集会所","鳴門市北灘町折野字三津260-2","34.20676","134.46326","","","","","","","","","","","088-684-1330","指定緊急避難場所（法指定）,指定避難所（法指定）","崖崩れ等,内水氾濫","避難所"
"","デイサービスセンターほほえみ","鳴門市撫養町立岩字五枚220-1","34.16373292","134.6205664","","","","","","","","","","","088-683-1022","指定避難所（法指定）,福祉避難所（法指定）","","福祉避難所（タタミコーナー）"
"","三軒屋集会所","徳島市三軒屋町東54番地の１","34.030684","134.551418","","","","","","","","","","","","指定避難所（法定外）","",""
"","特別養護老人ホーム青葉壮","飯谷町上里42番地の１","33.966298","134.54857","","","","","","","","","","","","指定避難所（法定外）,福祉避難所（法定外）","",""
"","介護老人福祉施設ヴィラ勝占","勝占町松成43番地の１","34.020453","134.551547","","","","","","","","","","","","指定避難所（法定外）,福祉避難所（法定外）","",""
"","老人保健施設エルダリーガーデン","南庄町4丁目60番地","34.072279","134.508235","","","","","","","","","","","","指定避難所（法定外）,福祉避難所（法定外）","",""
"","池田中学校・体育館","三好市池田町ウエノ２６６１－２８６９","34.030836","133.808141","","","","","","","","","","","","指定避難所（法指定）","","運用方式については，状況により，自主防災会等住民の協力を得る。"
"","ふれあい健康館","徳島市沖浜東2丁目16番地","34.052366","134.553959","","","","","","","","","","","","指定避難所（法定外）","",""
"","八万中央コミュニティセンター","徳島市八万町内浜80番地の14","34.049815","134.537732","","","","","","","","","","","","指定避難所（法指定）","",""
"","城南高等学校","徳島市城南町二丁目2番88号","34.055095","134.542029","","","","","","","","","","","","指定避難所（法定外）","",""
"","徳島県立徳島視覚支援学校、徳島県立徳島聴覚支援学校","徳島市南二軒屋町二丁目4番55号","34.053922","134.544411","","","","","","","","","","","","指定避難所（法定外）","",""
"","江原認定こども園","美馬市脇町字拝原７００番地１","34.0721116277239","134.171358295861","","","","","","","","","","","0883-53-3070","指定避難所（法定外）,福祉避難所（法定外）","",""
"","大浦集会所","鳴門市北灘町大浦字東浦26-1","34.225036","134.524391","","","","","","","","","","","088-684-1330","指定避難所（法指定）","","避難所"
"","東とくしま農業協同組合和田島支所","和田島町字明神北14","33.996898","134.641142","","","","","","","","","","","0885-38-2111","指定避難所（法定外）","",""
"","広野小学校体育館","神山町阿野字広野42","34.0286752522853","134.403783966929","","","","","","","","","","","088-678-0806","指定緊急避難場所（法指定）,指定避難所（法指定）","崖崩れ等,地震",""
